PONumber,PODate,LineNum,LineType,VendorAcct,SupplierPartNum,ItemCode,Description,NumOrdered,ExpReceiveDate,NumReceived,DateReceived,NumBO,BOExpReceiveDate,POCost,Amount,TaxableAmt,TaxFlag,PurchUnitShipWgt,PurchUnitShipCubes,TotalShipWgt,TotalShipCubes,Carrier,StockUnit,PurchUnit,PurchStockMult,StockQtyOrdered,StockQtyReceived,StockQtyBO,PurchCostUnit,PurchCostMult,CostRoundCtrl,StockUnitCost,StockUnitLandedCost,SpecialOrderFlag,SpecialOrderNum,SpecialOrderCustAcct,SpecialOrderCustName,HazMatFlag,HazMatCode,OneTimeCostFlag,,
200010-1,9/14/2009,1,I,LAGASS,GOJ-3659-12CS,GOJ-9659,PURELL HAND SANITIZER 12/12OZ,1,,0,9/30/2009,1,,49.4,0,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,0,1,CS,1,4,49.4,49.4,N,,,,N,,N,,
200010-1,9/14/2009,2,N,LAGASS,TMS-2404-CS,TMS-2404-CS,COUNTRY GARDEN ULTRA AIR FRESH,1,,1,9/30/2009,0,,50.2,50.2,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,50.2,50.2,N,,,,N,,N,,
200010-1,9/14/2009,3,N,LAGASS,RCP-6311 WHI-EA,RCP-6311 WHI-EA,TOILET BBRUSH HOLDER,3,,0,9/30/2009,3,,1.16,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,3,0,3,EA,1,4,1.16,1.16,N,,,,N,,N,,
200016,9/16/2009,1,I,OKLRIG,BLASTER-PB16-EA,108-16-PB,PB-16 BLASTER 16 OZ.,48,,48,9/18/2009,0,,2.72,130.56,0,N,0,0,0,0,OUR PICK UP,EA,EA,1,48,48,0,EA,1,4,2.72,2.72,N,,,,N,,N,,
200017,9/16/2009,1,I,STOROP,ST-518921-EA,800023,20CU FT LOOSE FILL,50,,50,9/17/2009,0,,12,600,0,N,0,0,0,0,BEST WAY,BG,BG,1,50,50,0,BG,1,4,12,12,N,,,,N,,N,,
200017,9/16/2009,2,I,STOROP,ABS-S12P12-BD,102459,"3/16"" X 12"" X 500' BUBBLE WRAP",3,,3,9/17/2009,0,,65,195,0,N,0,0,0,0,BEST WAY,BD,BD,1,3,3,0,BD,1,4,65,65,N,,,,N,,N,,
200017,9/16/2009,3,I,STOROP,ABRL-S24P12-BD,101932,"1/2"" X 24"" X 125FT BUBBLE WRAP",2,,2,9/17/2009,0,,21.26,42.52,0,N,0,0,0,0,BEST WAY,BD,BD,1,2,2,0,BD,1,4,21.26,21.26,N,,,,N,,N,,
200018,9/16/2009,1,I,LPSIND,LP-ML1212NC-CS,ML1212NC,12X12 2MIL ZIPLOCK BAG(1000),2,,2,9/17/2009,0,,38.03,76.06,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,38.03,38.03,N,,,,N,,N,,
200018,9/16/2009,2,I,LPSIND,LPS-PQ12BL-BX,PQ12BL,4.5X5.5 PACKING SLIP 1/4 FACE,35,,35,9/17/2009,0,,11.91,416.85,0,N,0,0,0,0,BEST WAY,BX,BX,1,35,35,0,BX,1,4,11.91,14.904,N,,,,N,,N,,
200019,9/16/2009,1,I,INTTAP,IT-15-120-CS,HR3051500-48,120GA STRETCH FILM 4/CS,48,,48,9/29/2009,0,,23.92,1148.16,0,N,28.8,0,1382.4,0,BEST WAY,CS,CS,1,48,48,0,CS,1,4,23.92,23.92,N,,,,N,,N,,
200019,9/16/2009,2,I,INTTAP,IT-PT14-2-RL,PT14..38,"2""X60YD BLUE CREPE MASKING",2,,2,9/29/2009,0,,127.92,255.84,0,N,0,0,0,0,BEST WAY,RL,CS,24,48,48,0,CS,1,4,5.33,5.33,N,,,,N,,N,,
200019,9/16/2009,3,I,INTTAP,IT-170-2X110-CS,G2002,48MM X 100M CLEAR CARTON TAPE,15,,15,9/29/2009,0,,29.88,448.2,0,N,0,0,0,0,BEST WAY,CS,CS,1,15,15,0,CS,1,4,29.88,29.88,N,,,,N,,N,,
200019,9/16/2009,4,S,INTTAP,,,LESS THAN PALLET CHARGE 5.5%,1,,1,9/29/2009,0,,24.65,24.65,0,N,0,,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,24.65,24.65,N,,,,N,,N,,
200019,9/16/2009,5,I,INTTAP,IT-79002-3-CS,K79002,70MM X 114M NATURAL REINFORCED,10,,0,9/29/2009,10,,26.43,0,0,N,0,0,0,0,BEST WAY,CS,CS,1,10,0,10,CS,1,4,26.43,26.43,N,,,,N,,N,,
200019,9/16/2009,6,I,INTTAP,IT-15-80CAST-CS,HR2031500-00,HEAVY DUTY STRETCH FILM 4/CS,48,,48,9/29/2009,0,,23.92,1148.16,0,N,28.8,0,1382.4,0,BEST WAY,CS,CS,1,48,48,0,CS,1,4,23.92,23.92,N,,,,N,,N,,
200015,9/15/2009,1,I,ABCCOM,AB-LA266-CS,LA266,23% ACID WHITE DISINFECTANT,2,,2,9/18/2009,0,,16.907,33.81,0,N,27,0,54,0,Best Way,CS,CS,1,2,2,0,CS,1,4,16.907,16.907,N,,,,N,,N,,
200015,9/15/2009,2,I,ABCCOM,AB-LA492-CS,LA492,ASSURE NON-ACID BOWL CLEANER,2,,2,9/18/2009,0,,20.681,41.36,0,N,29,0,58,0,Best Way,CS,CS,1,2,2,0,CS,1,4,20.681,20.681,N,,,,N,,N,,
200015,9/15/2009,3,I,ABCCOM,AB-LA493-GL,LA493,BOLD BLUE ALL PURPOSE CLEANER,1,,1,9/18/2009,0,,26.35,26.35,0,N,35,0,35,0,Best Way,GL,CS,4,4,4,0,CS,1,4,6.5875,6.5875,N,,,,N,,N,,
200015,9/15/2009,4,I,ABCCOM,AB-LA559-CS,LA559,DO IT ALL NEUTRAL CLEANER 4/1,13,,13,9/18/2009,0,,14.893,193.61,0,N,35,0,455,0,Best Way,CS,CS,1,13,13,0,CS,1,4,14.893,14.893,N,,,,N,,N,,
200015,9/15/2009,5,I,ABCCOM,AB-RA508-CN,450820FA,FLYING INSECTICIDE SPRAY 12/CS,4,,0,9/18/2009,4,,40.59,0,0,N,15,0,0,0,Best Way,CN,CS,12,48,0,48,CS,1,4,3.3825,3.3825,N,,,,N,,N,,
200015,9/15/2009,6,I,ABCCOM,AB-RA559-CS,RA559,FOAMING LEMON ODR DISINFECTANT,7,,7,9/18/2009,0,,24.779,173.45,0,N,15,0,105,0,Best Way,CS,CS,1,7,7,0,CS,1,4,24.779,24.779,N,,,,N,,N,,
200015,9/15/2009,7,I,ABCCOM,AB-RA571-CS,RA571,HOSPITAL SPRAY DISINFECTANT,8,,8,9/18/2009,0,,29.104,232.83,0,N,15,0,120,0,Best Way,CS,CS,1,8,8,0,CS,1,4,29.104,29.104,N,,,,N,,N,,
200015,9/15/2009,8,I,ABCCOM,AB-RA641-CS,RA641,LINEN FRESH SCENT DISINFECTANT,22,,0,9/18/2009,22,,29.1,0,0,N,15,0,0,0,Best Way,CS,CS,1,22,0,22,CS,1,4,29.1,29.1,N,,,,N,,N,,
200015,9/15/2009,9,I,ABCCOM,AB-LA561-CS,LA561,PEAK FLOOR FINISH 20% 4/1GL,2,,2,9/18/2009,0,,37.821,75.64,0,N,35,0,70,0,Best Way,CS,CS,1,2,2,0,CS,1,4,37.821,37.821,N,,,,N,,N,,
200015,9/15/2009,10,I,ABCCOM,AB-LA557-CS,LA557,PINE-4 DISINFECT/DEODORANT,8,,8,9/18/2009,0,,20.893,167.14,0,N,35,0,280,0,Best Way,CS,CS,1,8,8,0,CS,1,4,20.893,20.893,N,,,,N,,N,,
200015,9/15/2009,11,I,ABCCOM,AB-LA445-CS,LA445,PINK LIQUID HAND SOAP 4/1GL,10,,10,9/18/2009,0,,20.278,202.78,0,N,35,0,350,0,Best Way,CS,CS,1,10,10,0,CS,1,4,20.278,20.278,N,,,,N,,N,,
200015,9/15/2009,12,I,ABCCOM,AB-LA391-CS,LA391,LEMON QUAT DISINFECT/DEODORANT,2,,2,9/18/2009,0,,18.91,37.82,0,N,32,0,64,0,Best Way,CS,CS,1,2,2,0,CS,1,4,18.91,18.91,N,,,,N,,N,,
200020,9/16/2009,1,N,LAMSAL,LS-F34CW-EA,F34CW,4' FLO LIGHT BULBS,15,,15,9/17/2009,0,,1.15,17.25,0,N,0,0,0,0,THEIR TRUCK,EA,EA,1,15,15,0,EA,1,4,1.15,1.15,N,,,,N,,N,,
200012,9/15/2009,1,S,RITSAF,,ONG87801-11,ONG87801-11 STL TOE BOOT,1,9/15/2009,1,9/16/2009,0,,12.65,12.65,0,N,0,0,0,0,PICK UP,EA,EA,1,1,1,0,EA,1,4,12.65,12.65,Y,100086,118000,TAW JACKSONVILLE SERVICE,N,,N,,
200015,9/15/2009,13,I,ABCCOM,AB-LA550-CS,LA550,ULTIMATE FLOOR FINISH 4/1GL,1,,1,9/18/2009,0,,39.008,39.01,0,N,36,0,36,0,Best Way,CS,CS,1,1,1,0,CS,1,4,39.008,39.008,N,,,,N,,N,,
200022,9/16/2009,1,I,RITSAF,RS-1501-BX,1501,DUST MASK(50),6,,6,9/18/2009,0,,4.8,28.8,0,N,0,0,0,0,THEIR TRUCK,BX,BX,1,6,6,0,BX,1,4,4.8,4.8,N,,,,N,,N,,
200023,9/16/2009,1,N,PASHAR,PH-TARP2040-EA,TARP2040,20X40 ECONOMY BLUE POLY TARP,1,,1,9/18/2009,0,,42.99,42.99,0,N,0,0,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,42.99,42.99,N,,,,N,,N,,
200011-1,9/15/2009,1,N,LAGASS,RLF-1973-EA,RLF-1973,3GL LT CHEMICAL GARDEN SPRAYER,4,,0,9/18/2009,4,,18.9,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,4,0,4,EA,1,4,18.9,18.9,N,,,,N,,N,,
200011-1,9/15/2009,2,S,LAGASS,,CPL PL 6,"CPL PL 6  6"" CLEAR PLATE-600",4,,0,9/18/2009,4,,28.87,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,4,0,4,EA,1,4,28.87,28.87,Y,100045,DIGNI100,DIGNITY U WEAR,N,,N,,
200011-1,9/15/2009,3,N,LAGASS,GOJ-9621-EA,GOJ-9621,PURELL 800 DISPENSER WHT/GRAY,4,,4,9/18/2009,0,,12.5,50,0,N,0,0,0,0,BEST WAY,EA,EA,1,4,4,0,EA,1,4,12.5,12.5,N,,,,N,,N,,
200011-1,9/15/2009,4,N,LAGASS,GOJ 5120-06-EA,GOJ 5120-06,PUELL FMX-12 DISPENSER,2,,0,9/18/2009,2,,6.25,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,0,2,EA,1,4,6.25,6.25,N,,,,N,,N,,
200016,9/16/2009,2,S,OKLRIG,,101-3060,101-3060 poly tarp,3,,3,9/18/2009,0,,56.43,169.29,0,N,0,,0,0,OUR PICK UP,ea,ea,1,3,3,0,ea,1,4,56.43,56.43,N,,,,N,,N,,
200024,9/17/2009,1,I,CONRIG,SHACKLE-2500-EA,"1/4""SP SHACK","1/4"" S.P. ANCHOR SHACKLE",8,,8,9/18/2009,0,,3,24,0,N,0,0,0,0,Best Way,EA,EA,1,8,8,0,EA,1,4,3,3,N,,,,N,,N,,
200025,9/17/2009,1,I,LAGASS,APM-250GREEN-CS,EVERSOFT,TOILET TISSUE 500SHT 2-PLY(96),3,,3,9/18/2009,0,,31.24,93.72,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,31.24,31.24,N,,,,N,,N,,
200019,9/16/2009,7,I,INTTAP,AN-534-2X60-RL,71676,2X60YD FLAT BACK TAPE(24),4,,4,9/29/2009,0,,77.28,309.12,0,N,0,0,0,0,BEST WAY,RL,CS,24,96,96,0,CS,1,4,3.22,3.22,N,,,,N,,N,,
200023,9/16/2009,2,N,PASHAR,PH-9014-DZ,PH-9014,BLACK NEOPRENE GLOVES,2,,2,9/18/2009,0,,13.92,27.84,0,N,0,0,0,0,BEST WAY,DZ,DZ,1,2,2,0,DZ,1,4,13.92,13.92,N,,,,N,,N,,
200006,9/14/2009,2,S,RITSAF,,,F-400 HEADGEAR,3,,3,9/18/2009,0,,15,45,0,N,0,,0,0,THEIR TRUCK,EA,EA,1,3,3,0,EA,1,4,15,15,N,,,,N,,N,,
200026,9/18/2009,1,I,AMEWIP,HD-LWK-10#-BX,SWK50,WHITE COTTON RECYCLED RAGS,100,,100,9/22/2009,0,,0.9,90,0,N,0,0,0,0,THEIR TRUCK,LB,LB,1,100,100,0,LB,1,4,0.9,0.9,N,,,,N,,N,,
200025,9/17/2009,2,I,LAGASS,DP-BAG GK16-500,18601032,BROWN GROCERY SO BAG,2,,2,9/18/2009,0,,24.87,49.74,0,N,0,0,0,0,BEST WAY,BN,BL,2,4,4,0,BL,1,4,12.435,12.505,N,,,,N,,N,,
200025,9/17/2009,3,I,LAGASS,ID-1203NB-EA,MH01204BW,JANITOR SWING AWAY MOP HANDLE,1,,1,9/18/2009,0,,27.95,27.95,0,N,0,0,0,0,BEST WAY,EA,CS,6,6,6,0,CS,1,4,4.6583,4.6583,N,,,,N,,N,,
200025,9/17/2009,4,S,LAGASS,,IMP 2000,IMP 2000 METAL SIDEPRESS WRING,2,,2,9/18/2009,0,,52.18,104.36,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,52.18,52.18,Y,100095,776115,ROBERTS WHOLESALE PARTS,N,,N,,
200025,9/17/2009,5,S,LAGASS,,IMP 260,IMP 260 26 QUART METAL MOP BKT,2,,2,9/18/2009,0,,55.46,110.92,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,55.46,55.46,Y,100095,776115,ROBERTS WHOLESALE PARTS,N,,N,,
200025,9/17/2009,6,I,LAGASS,DR-5BWWF-CS,DCC 5BWWF,5-6OZ WHITE PLASTIC BOWL DART,1,,1,9/18/2009,0,,20.83,20.83,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,20.83,20.83,N,,,,N,,N,,
200025,9/17/2009,7,I,LAGASS,DP-Y9-CS,DCC 9N25,9OZ TRANSLUCENT CUP DART,1,,1,9/18/2009,0,,49.74,49.74,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,49.74,49.74,N,,,,N,,N,,
200025,9/17/2009,8,I,LAGASS,GOJ-9755-CS,GOJ-9755,MICRELL ANTIBACTERIAL LOTION,1,,1,9/18/2009,0,,38.52,38.52,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,38.52,38.52,N,,,,N,,N,,
200025,9/17/2009,9,I,LAGASS,HOS-260-CS,HOS 260,KRAFT LINERS FOR 250/201(500),1,,1,9/18/2009,0,,18.39,18.39,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,18.39,18.39,N,,,,N,,N,,
200025,9/17/2009,10,I,LAGASS,HFA-402070-CS,402070HFA,STEAMTABLE PAN FULL MEDIUM(50),1,,1,9/18/2009,0,,31.2,31.2,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,31.2,31.2,N,,,,N,,N,,
200025,9/17/2009,11,I,LAGASS,DR-9CPWF-CS,4989929,"9"" 3-COMP WHITE PLASTIC PLATE",2,,2,9/18/2009,0,,20.05,40.1,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,20.05,20.05,N,,,,N,,N,,
200025,9/17/2009,12,I,LAGASS,BWK-SPOON-CS,BWK MWPPTS,MEDIUMWEIGHT SPOON(1000,5,,5,9/18/2009,0,,7.63,38.15,0,N,0,0,0,0,BEST WAY,CS,CS,1,5,5,0,CS,1,4,7.63,7.63,N,,,,N,,N,,
200025,9/17/2009,13,I,LAGASS,RCP-2532-EA,RCP-2532,SELF/OPEN/CLOSE LOBBY DUST PAN,2,,2,9/18/2009,0,,16.59,33.18,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,16.59,16.62,N,,,,N,,N,,
200025,9/17/2009,14,I,LAGASS,DP-094007-CS,EXL4CONE,4.0OZ PAPER CONE CUP(25/200),2,,2,9/18/2009,0,,34.55,69.1,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,34.55,34.55,N,,,,N,,N,,
200025,9/17/2009,15,I,LAGASS,BWK-0109-CS,15905884,"6X6X3"" WHITE FOAM SANDWICH",1,,1,9/18/2009,0,,20.56,20.56,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,20.56,20.56,N,,,,N,,N,,
200025,9/17/2009,16,I,LAGASS,TMS-2960-CN,TMS-2960,NATIVE MANGO TIME MIST 6.6OZ,1,,1,9/18/2009,0,,34.04,34.04,0,N,0,0,0,0,BEST WAY,CN,CS,12,12,12,0,CS,1,4,2.8367,2.8447,N,,,,N,,N,,
200025,9/17/2009,17,I,LAGASS,HD-WDC-10383-CS,WDC 10383,LAVA 4OZ PUMICE BAR SOAP (48),1,,1,9/18/2009,0,,34.81,34.81,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,34.81,34.81,N,,,,N,,N,,
200025,9/17/2009,18,I,LAGASS,BWK KNIFE-CS,18202580,MEDIUMWEIGHT KNIFE(1000),1,,1,9/18/2009,0,,7.67,7.67,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,7.67,7.67,N,,,,N,,N,,
200025,9/17/2009,19,I,LAGASS,ID-5BWWC-CS,5BWWC,5OZ FOAM BOWL DART 1000/CS,1,,1,9/18/2009,0,,16.19,16.19,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,16.19,16.19,N,,,,N,,N,,
200025,9/17/2009,20,I,LAGASS,ID-12BWWCR-CS,12BWWC,12OZ FOAM BOWL DART(1000),1,,1,9/18/2009,0,,16.92,16.92,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,16.92,16.92,N,,,,N,,N,,
200025,9/17/2009,21,I,LAGASS,ID-10J10-CS,DCC 10J10,10OZ WHITE FOAM CUP(10JL),2,,2,9/18/2009,0,,18.41,36.82,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,18.41,18.41,N,,,,N,,N,,
200025,9/17/2009,22,I,LAGASS,BWK-FORK-CS,BWK MWPPFK,MEDIUMWEIGHT FORK(1000),2,,2,9/18/2009,0,,7.67,15.34,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,7.67,7.693,N,,,,N,,N,,
200025,9/17/2009,23,I,LAGASS,ID-CM02032S-EA,CM2032S,#32 4-PLY COTTON MOPHEAD,3,,3,9/18/2009,0,,30.28,90.84,0,N,0,0,0,0,BEST WAY,EA,CS,12,36,36,0,CS,1,4,2.5233,2.5233,N,,,,N,,N,,
200025,9/17/2009,24,I,LAGASS,RCP-2531-EA,2600,LOBBY DUST PAN,6,,6,9/18/2009,0,,12.08,72.48,0,N,0,0,0,0,BEST WAY,EA,EA,1,6,6,0,EA,1,4,12.08,12.08,N,,,,N,,N,,
200025,9/17/2009,25,I,LAGASS,DP-21100-CS,72HT1DART,"7.25""X3""X2"" WHITE FOAM HOTDOG",1,,1,9/18/2009,0,,25.32,25.32,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,25.32,25.32,N,,,,N,,N,,
200025,9/17/2009,26,I,LAGASS,ID-12SJ20-CS,12507220,12OZ SQUAT FOAM FOOD CONTAINER,1,,1,9/18/2009,0,,17.35,17.35,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,17.35,17.35,N,,,,N,,N,,
200025,9/17/2009,27,I,LAGASS,RCP-2005CHA-EA,2005CH,HEAVY DUTY DUST PAN,12,,12,9/18/2009,0,,2.86,34.32,0,N,0,0,0,0,BEST WAY,EA,EA,1,12,12,0,EA,1,4,2.86,2.86,N,,,,N,,N,,
200025,9/17/2009,28,I,LAGASS,ID-8J8-CS,DCC 8J8,8OZ WHITE FOAM CUP(8JL)(1000),4,,4,9/18/2009,0,,14.46,57.84,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,14.46,14.46,N,,,,N,,N,,
200025,9/17/2009,29,I,LAGASS,BB-MB-30-40#-RL,"30""-40#",KRAFT PAPER 765',4,,4,9/18/2009,0,,16.96,67.84,0,N,25.5,0,102,0,BEST WAY,RL,RL,1,4,4,0,RL,1,4,16.96,16.96,N,,,,N,,N,,
200025,9/17/2009,30,S,LAGASS,,SCC GDC 5FK,SCC GDC 5FK  CLEAR FORK-1000,2,,2,9/18/2009,0,,30.2,60.4,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,30.2,30.2,Y,100045,DIGNI100,DIGNITY U WEAR,N,,N,,
200027,9/18/2009,1,I,NORSAF,NC-22214-12-EA,22214-12,"STEEL TOE BOOT,SZ 12",6,,6,9/18/2009,0,,57.86,347.16,0,N,0,0,0,0,Best Way,EA,EA,1,6,6,0,EA,1,4,57.86,60.657,N,,,,N,,N,,
200028,9/18/2009,1,I,FUTABR,FA-26111,26111,1X1X1/4 80G FLAP WHEELS,10,,10,9/22/2009,0,,1.72,17.2,0,N,0,0,0,0,BEST WAY,EA,EA,1,10,10,0,EA,1,4,1.72,1.986,N,,,,N,,N,,
200028,9/18/2009,2,I,FUTABR,FA-42509-EA,42509,6X1X1 8FA DEBURR N FIN. WHEEL,3,,3,9/22/2009,0,,39.58,118.74,0,N,0,0,0,0,BEST WAY,EA,EA,1,3,3,0,EA,1,4,39.58,41.433,N,,,,N,,N,,
200029,9/18/2009,1,I,PASHAR,STW 16-908-EA,556-30-115,"1""STANLEY BUTT CHISEL",2,,2,9/21/2009,0,,6.15,12.3,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,6.15,6.15,N,,,,N,,N,,
200029,9/18/2009,2,I,PASHAR,PH-892-EA,892,"1-1/2"" WHT BRISTLE CHIP BRUSH",36,,36,9/21/2009,0,,0.29,10.44,0,N,0,0,0,0,BEST WAY,EA,EA,1,36,36,0,EA,1,4,0.29,0.29,N,,,,N,,N,,
200029,9/18/2009,3,I,PASHAR,PH-893-EA,893,2 IN WHITE BRISTLE CHIP BRUSH,24,,24,9/21/2009,0,,0.49,11.76,0,N,0,0,0,0,BEST WAY,EA,EA,1,24,24,0,EA,1,4,0.49,0.49,N,,,,N,,N,,
200029,9/18/2009,4,I,PASHAR,PH-6142244-EA,6142244,30711 ACID BRUSH,288,,288,9/21/2009,0,,0.14,40.32,0,N,0,0,0,0,BEST WAY,EA,EA,1,288,288,0,EA,1,4,0.14,0.14,N,,,,N,,N,,
200029,9/18/2009,5,I,PASHAR,STW 16-905-EA,556-30-112,"1/2"" STANLEY BUTT CHISEL",2,,2,9/21/2009,0,,5.25,10.5,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,5.25,5.25,N,,,,N,,N,,
200029,9/18/2009,6,I,PASHAR,USF-00507-CD,26620732,STRIKER FLINTS 5/CARD,2,,2,9/21/2009,0,,1.69,3.38,0,N,0,0,0,0,BEST WAY,CD,CD,1,2,2,0,CD,1,4,1.69,1.69,N,,,,N,,N,,
200029,9/18/2009,7,I,PASHAR,USF-00506-EA,26620724,FLINT LIGHTER,2,,2,9/21/2009,0,,3.1,6.2,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,3.1,3.1,N,,,,N,,N,,
200015-1,9/15/2009,1,I,ABCCOM,AB-RA508-CN,450820FA,FLYING INSECTICIDE SPRAY 12/CS,4,,4,9/29/2009,0,,40.59,162.36,0,N,15,0,60,0,Best Way,CN,CS,12,48,48,0,CS,1,4,3.3825,3.3825,N,,,,N,,N,,
200015-1,9/15/2009,2,I,ABCCOM,AB-RA641-CS,RA641,LINEN FRESH SCENT DISINFECTANT,22,,22,9/29/2009,0,,29.1,640.2,0,N,15,0,330,0,Best Way,CS,CS,1,22,22,0,CS,1,4,29.1,29.1,N,,,,N,,N,,
200011-2,9/15/2009,1,N,LAGASS,RLF-1973-EA,RLF-1973,3GL LT CHEMICAL GARDEN SPRAYER,4,,0,9/24/2009,4,,18.9,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,4,0,4,EA,1,4,18.9,18.9,N,,,,N,,N,,
200011-2,9/15/2009,2,S,LAGASS,,CPL PL 6,"CPL PL 6  6"" CLEAR PLATE-600",4,,4,9/24/2009,0,,28.87,115.48,0,N,0,0,0,0,BEST WAY,EA,EA,1,4,4,0,EA,1,4,28.87,28.87,Y,100045,DIGNI100,DIGNITY U WEAR,N,,N,,
200011-2,9/15/2009,3,N,LAGASS,GOJ 5120-06-EA,GOJ 5120-06,PUELL FMX-12 DISPENSER,2,,0,9/24/2009,2,,6.25,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,0,2,EA,1,4,6.25,6.25,N,,,,N,,N,,
200030,9/21/2009,1,I,SUNBAT,RAY-AL-AA-EA,RAY-AL-AA,AA ALKALINE BATTERY RAY-O-VAC,64,,64,11/2/2009,0,,0.34,21.76,0,N,0,0,0,0,PICKUP,EA,EA,1,64,64,0,EA,1,4,0.34,0.34,N,,,,N,,N,,
200030,9/21/2009,2,I,SUNBAT,RAY-AL-AAA-EA,RAY-AL-AAA-EA,AAA ALKALINE BATTERY RAY-O-VAC,42,,42,11/2/2009,0,,0.37,15.54,0,N,0,0,0,0,PICKUP,EA,EA,1,42,42,0,EA,1,4,0.37,0.37,N,,,,N,,N,,
200030,9/21/2009,3,I,SUNBAT,RAY-AL-C-EA,AL-C,C ALKALINE BATTERY RAY-O-VAC,36,,36,11/2/2009,0,,0.73,26.28,0,N,0,0,0,0,PICKUP,EA,EA,1,36,36,0,EA,1,4,0.73,0.73,N,,,,N,,N,,
200031,9/21/2009,1,N,DISLAB,DL-4X3-1M,DL-4X3,COLLARD GREENS 32 OZ,5,,5,9/24/2009,0,,38.65,193.25,0,N,0,0,0,0,UPS,M,M,1,5,5,0,M,1,4,38.65,38.65,N,,,,N,,N,,
200032,9/21/2009,1,I,ASTMED,AM-33502210-RL,33502210,"4""X6"" WHITE LABELS 1M/ROLL",16,,16,10/2/2009,0,,23.25,372,0,N,0,0,0,0,Best Way,RL,CS,3,48,48,0,CS,1,4,7.75,9.025,N,,,,N,,N,,
200032,9/21/2009,2,I,ASTMED,AM-33000307-RL,33000307,104MMX153M THERMAL RIBBON,48,,48,10/2/2009,0,,2.75,132,0,N,0,0,0,0,Best Way,RL,RL,1,48,48,0,RL,1,4,2.75,3.203,N,,,,N,,N,,
200033,9/21/2009,1,S,UNISOU,,10137379,"18""X45GA SHRINK FILM CRYOVAC",4,,4,9/22/2009,0,,188.49,753.96,0,N,0,0,0,0,THEIR TRUCK/PICKUP,EA,EA,1,4,4,0,EA,1,4,188.49,188.49,Y,100144,520390,APEX COLOR,N,,N,,
200033,9/21/2009,2,S,UNISOU,,10097203,"8"" AIR PILLOWS SEALED AIR",4,,4,9/22/2009,0,,88.09,352.36,0,N,0,0,0,0,THEIR TRUCK/PICKUP,EA,EA,1,4,4,0,EA,1,4,88.09,88.09,Y,100144,520390,APEX COLOR,N,,N,,
200034,9/21/2009,1,S,RITSAF,,FM-4178CLR,fm-4178clr faceshields 12/bx,12,9/21/2009,12,9/21/2009,0,,4.5,54,0,N,0,0,0,0,pick up,EA,EA,1,12,12,0,EA,1,4,4.5,4.5,Y,100174,118000,TAW JACKSONVILLE SERVICE,N,,N,,
200035,9/22/2009,1,N,LAGASS,PGC-02291-CS,PGC-02291,COMET CLEANER W/BLEACH 3/1GL,1,,1,9/23/2009,0,,40,40,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,40,40,N,,,,N,,N,,
